ID;NAME;EVA_ID
FGLR;Großenlüder;8002413
UGFA;Großfurra;8011750
NGRG;Großgeschaidt;8002416
DGRT;Großharthau;8011751
MGHD;Großhelfendorf;8002420
UGH;Großheringen;8010145
MGOI;Großhesselohe Isartalbf;8002422
MGK;Großkarolinenfeld;8002424
LGC;Großkorbetha;8010146
FGK;Großkrotzenburg;8002425
LGKL;Großkugel;8011752
LGL;Großlehna;8011753
UGNH;Großneuhausen;8011754
LGP;Großpösna;8011755
BGR;Großräschen;8011756
DGRF;Großröhrsdorf;8011758
UGRU;Großrudestedt;8011759
DGAU;Großschönau(Sachs);8011761
UGC;Großschwabhausen;8011762
LGS;Großsteinberg;8011763
FKLU;Groß-Umstadt Klein-Umstadt;8003315
FGRU;Groß-Umstadt Mitte;8002393
FWH;Groß-Umstadt Wiebelsbach;8000384
NGRW;Großwalbur;8002432
LGWU;Großwudicke;8011766
RGZ;Grötzingen;8000381
RGZK;Grötzingen Krappmühlenweg;8007861
RGZO;Grötzingen Oberausstraße;8079057
NGUF;Grub am Forst;8002434
MGRB;Grub(Oberbay);8002435
DGN;Grüna(Sachs)Hp;8011770
DGBA;Grünbach(Vogtl);8011773
FGRG;Grünberg(Oberhess);8002439
EGNO;Grünebach Ort;8002441
EGNH;Grünebacherhütte;8002442
WGRG;Grüneberg;8011776
DGRB;Grünhainichen-Borstendorf;8011777
TGRS;Grünsfeld;8002447
RGR;Grünstadt;8000137
RGRN;Grünstadt Nord;8002444
TGRW;Grüntal-Wittlensweiler;8002445
KGUI;Gruiten;8000138
TGC;Grunbach;8002448
BGRU;Grunow(Niederlausitz);8010150
NSDT;Gstadt(Wanderbahn);8070669
BGU;Guben;8010357
TGU;Gültstein;8070604
MGKF;Gündlkofen;8002457
LGBG;Güntersberge;8017011
MGNZ;Günzach;8002458
MGZB;Günzburg;8000139
LGSN;Güsen(b Genthin);8010151
LGT;Güsten;8010152
WG;Güstrow;8010153
LGK;Güterglück;8010154
EGLO;Gütersloh Hbf;8002461
KGU;Gummersbach;8002462
NGPA;Gumpenried-Asbach;8070599
MGUF;Gundelfingen(Bay);8002466
RGDN;Gundelfingen(Breisgau);8002465
NGD;Gundelsdorf;8002467
NGU;Gundelshausen;8002468
RGUN;Gundelsheim(Neckar);8002470
FGUH;Gundersheim(Rheinhess);8002473
FGUB;Guntersblum;8002474
NGUN;Gunzenhausen;8000385
TGSS;Gussenstadt;8007074
KGUS;Gustorf;8002477
RGTA;Gutach (Breisgau);8002478
RGTF;Gutach Freilichtmuseum;8002480
DGF;Gutenfürst;8011790
UGU;Guthmannshausen;8011791
FGX;Guxhagen;8002484
KHAN;Haan;8002490
MHR;Haar;8002491
UHSN;Haarhausen;8011792
KHAC;Hachenburg;8002494
FHAD;Hadamar;8002495
AHNU;Hademarschen;8002496
LHD;Hadmersleben;8011794
AHAF;Haffkrug;8002504
WHK;Hagebök;8011797
NHA;Hagelstadt;8002506
EHG;Hagen Hbf;8000142
HHGH;Hagen(Han);8002507
RHGB;Hagenbach;8002515
NHBU;Hagenbüchach;8002517
EHGI;Hagen-Heubing;8002512
EHGO;Hagen-Oberhagen;8002514
WHL;Hagenow Land;8010156
WH;Hagenow Stadt;8011798
EHGV;Hagen-Vorhalle;8000977
EHGW;Hagen-Wehringhausen;8006712
DHW;Hagenwerder;8011799
EHWB;Hagen-Westerbauer;8004440
BHAH;Hähnichen;8011795
FHAE;Hähnlein-Alsbach;8002498
NHAG;Haidenaab-Göppmannsbühl;8002523
THKP;Haidkapelle;8070414
FHG;Haiger;8000386
FHGO;Haiger Obertor;8002524
THGL;Haigerloch;8070415
FHME;Hailer-Meerholz;8002526
FHDT;Hainburg Hainstadt;8002531
DHND;Hainewalde;8011801
DHA;Hainichen;8011802
RHAI;Hainstadt(Baden);8002529
FHAI;Haitz-Höchst;8002532
BHB;Halbe;8011805
LHB;Halberstadt;8010157
LHBO;Halberstadt Oststr;8011808
LHBS;Halberstadt-Spiegelsberge;8011809
RHAM;Halbmeil;8002533
LHL;Haldensleben;8010158
EHAD;Haldern(Rheinl);8002536
HHAL;Halen;8002537
MHLF;Halfing;8070801
MHMO;Hallbergmoos;8002534
LDBR;Halle Dessauer Brücke;8080560
LHME;Halle Messe;8010155
LRO;Halle Rosengarten;8080570
LSBR;Halle Steintorbrücke;8080580
LSUE;Halle Südstadt;8080590
LWN;Halle Wohnstadt Nord;8080600
LZO;Halle Zoo;8080610
LHNZ;Halle Zscherbener Straße;8080620
LH;Halle(Saale)Hbf;8010159
EHWS;Halle(W) Gerry-Weber-Stadion;8080630
EHAL;Halle(Westf);8002539
LHAD;Halle-Ammendorf;8010162
LHN;Halle-Neustadt;8010160
LHNI;Halle-Nietleben;8011813
LHSS;Halle-Silberhöhe;8013448
LHTS;Halle-Trotha;8011814
NHAL;Hallstadt(b Bamberg);8002542
AHKS;Halstenbek;8002545
EHLT;Haltern am See;8000145
RHL;Haltingen;8002546
AAI;Hamburg Airport;8002547
AAW;Hamburg Alte Wöhr;8000512
ABTS;Hamburg Berliner Tor;8000908
ABWM;Hamburg Billwerder-Moorfleet;8000971
ABWD;Hamburg Burgwedel;8007046
ADF;Hamburg Dammtor;8002548
ADT;Hamburg Diebsteich;8001438
AEGS;Hamburg Elbgaustraße;8001739
AFBG;Hamburg Friedrichsberg;8002106
AHSB;Hamburg Hasselbrook;8002628
AH;Hamburg Hbf;8002549
AHS;Hamburg Hbf (S-Bahn);8098549
AHPS;Hamburg Hochkamp;8002873
AHCH;Hamburg Hoheneichen;8002946
AHST;Hamburg Holstenstraße;8002550
AJUS;Hamburg Jungfernstieg;8003137
AFB;Hamburg Klein Flottbek;8003312
AKS;Hamburg Königstraße;8006706
AKWS;Hamburg Kornweg(Klein Borstel);8003410
ALAS;Hamburg Landungsbrücken;8003518
ALAN;Hamburg Landwehr;8003519
AML;Hamburg Mittlerer Landweg;8004048
ANWS;Hamburg Neuwiedenthal;8006750
ARES;Hamburg Reeperbahn;8006705
ARP;Hamburg Rübenkamp;8005207
ASHS;Hamburg Stadthausbrücke;8005663
AWCH;Hamburg Wandsbeker Chaussee;8006198
AALH;Hamburg-Allermöhe;8000779
AA;Hamburg-Altona;8002553
AAS;Hamburg-Altona(S);8098553
ABAF;Hamburg-Bahrenfeld;8000780
ABAP;Hamburg-Barmbek;8000805
ABG;Hamburg-Bergedorf;8002554
AB;Hamburg-Blankenese;8001007
AE;Hamburg-Eidelstedt;8002555
AENZ;Hamburg-Eidelstedt Zentrum;8007044
AFIB;Hamburg-Fischbek;8002556
AHAB;Hamburg-Hammerbrook;8004266
AHAR;Hamburg-Harburg;8000147
AHRF;Hamburg-Harburg Rathaus;8004267
AHRS;Hamburg-Harburg(S);8098147
AHFS;Hamburg-Heimfeld;8006749
AHOW;Hamburg-Hörgensweg;8002909
AIS;Hamburg-Iserbrook;8003088
ALST;Hamburg-Langenfelde;8003541
ANTB;Hamburg-Nettelnburg;8004241
ANR;Hamburg-Neugraben;8002557
AOPS;Hamburg-Ohlsdorf;8004661
AOH;Hamburg-Othmarschen;8004719
APB;Hamburg-Poppenbüttel;8004862
ARAL;Hamburg-Rahlstedt;8002558
ARI;Hamburg-Rissen;8005106
AHROO;Hamburg-Rothenburgsort;8005191
ASLS;Hamburg-Schnelsen;8007045
ASTL;Hamburg-Stellingen;8002559
ASST;Hamburg-Sternschanze;8070146
ASDF;Hamburg-Sülldorf;8005785
ATK;Hamburg-Tiefstack;8005870
AOW;Hamburg-Tonndorf;8006197
AVLS;Hamburg-Veddel;8006062
AWN;Hamburg-Wandsbek;8002560
AWBS;Hamburg-Wellingsbüttel;8006319
AWFS;Hamburg-Wilhelmsburg;8002561
HHAE;Hämelerwald;8002499
HHM;Hameln;8000148
LHMT;Hämerten;8011796
EHM;Hamm(Westf);8000149
AHAM;Hammah;8002565
NHG;Hammelburg;8002567
NHGO;Hammelburg Ost;8002568
WHAM;Hammelspring;8011815
MHAU;Hammerau;8002570
RHST;Hammerstein;8070419
DHUW;Hammerunterwiesenthal;8011817
EHK;Hamminkeln;8002571
FH  N;Hanau Hbf;8000150
FKAH;Hanau Klein-Auheim;8003311
FHN;Hanau Nord;8002572
FHW;Hanau West;8002573
FHWB;Hanau-Wilhelmsbad;8002574
AHAN;Handeloh;8002575
THFT;Hanfertal;8007235
KHIBM;Hangelar Mitte;8070076
BHGB;Hangelsberg;8011818
FHMD;Hann Münden;8006707
HAMI;Hannover Anderten-Misburg;8000578
HHBI;Hannover Bismarckstr.;8002580
HLGF;Hannover Flughafen;8002589
HH;Hannover Hbf;8000152
HKWA;Hannover Karl-Wiechert-Allee;8070086
HHML;Hannover Messe/Laatzen;8003487
HHBO;Hannover-Bornum;8002581
HKL;Hannover-Kleefeld;8002584
HLEG;Hannover-Ledeburg;8079097
HLEI;Hannover-Leinhausen;8002585
HLI R;Hannover-Linden/Fischerhof;8002586
HHN;Hannover-Nordstadt;8079095
HVIN;Hannover-Vinnhorst;8006089
NHAP;Happurg;8002578
AHA;Harblek;8002592
MHRG;Harburg(Schwab);8002593
HHRD;Hardegsen;8002594
NHHF;Hardhof;8002596
HHAR;Haren(Ems);8002598
UH;Harra;8011820
UHNO;Harra Nord;8011821
UHRS;Harras(Thür);8011822
NH;Harsdorf;8002605
AHFD;Harsefeld;8007843
HHRS;Harsum;8002607
DHST;Hartenstein;8011823
NHAR;Hartershofen;8002609
MHHS;Harthaus;8002610
DHMU;Hartmannmühle;8011825
NHS;Hartmannshof;8002612
FHAX;Harxheim-Zell;8070253
LHZG;Harzgerode;8017012
HHSB;Hasbergen;8002615
RRZB;Haselbrunn;8077771
RHS;Haslach;8002621
NHCH;Hasloch(Main);8002622
AHLH;Hasloh;8007048
AHLF;Haslohfurth;8079025
MHMR;Haspelmoor;8002623
SHSS;Hassel(Saar);8002625
FHL;Hasselborn;8002627
LHAF;Hasselfelde;8017013
NHT;Haßfurt;8002630
RHLO;Haßloch(Pfalz);8002632
RHAS;Haßmersheim;8002633
HHAS;Haste;8002634
FHAT;Hattenheim;8002635
FHAS;Hattersheim(Main);8002637
KHAT;Hattert;8002638
EHTM;Hattingen(R) Mitte;8002640
EHAT;Hattingen(Ruhr);8002639
HHTF;Hattorf;8002641
SHZ;Hatzenport;8002643
THAU;Haubersbronn;8007192
THAM;Haubersbronn Mitte;8070078
SHAM;Hauenstein Mitte;8002648
SHAU;Hauenstein(Pfalz);8002649
FNK;Haunetal-Neukirchen;8004297
MHPH;Haupeltshofen;8002651
SHPT;Hauptstuhl;8002655
RHA;Hausach;8000333
KHAD;Hausen (b Düren);8007828
THAT;Hausen i Tal;8002656
UHAU;Hausen(Eichsfeld);8011834
MHNS;Hausen(Schwab);8002664
FHS;Hausen(Taunus);8007847
RHSN;Hausen-Raitbach;8002666
THSS;Hausen-Starzeln;8007225
FHHF;Häuserhof;8002501
MHHM;Hausham;8002667
EHBK;Havixbeck;8002670
MHEF;Hebertsfelden;8002671
MHSN;Hebertshausen;8006189
THCH;Hechingen;8002673
THIL;Hechingen Landesbahn;8082673
AHEN;Hechthausen;8002674
RGCH;Heddesheim/Hirschberg;8002430
FHED;Hedemünden;8002677
NHED;Hedersdorf;8002678
LHEW;Hedersleben-Wedderstedt;8011838
EHE P;Heessen;8002680
EHEG;Heggen;8002682
RHGN;Hegne;8002683
AHI;Heide(Holst);8000155
RH;Heidelberg Hbf;8000156
RHBO;Heidelberg Orthopädie;8002684
RHKA;Heidelberg-Altstadt;8002685
RHKM;Heidelberg-Kirchheim/Rohrbach;8002686
RHBP;Heidelberg-Pfaffengrund/Wieblingen;8002687
RSR;Heidelberg-Schlierbach/Ziegelhausen;8005366
RHBF;Heidelberg-Weststadt/Südstadt;8002681
RHI;Heidelsheim;8002688
RHIO;Heidelsheim Nord;8070010
DHD;Heidenau;8010163
DHDS;Heidenau Süd;8011843
DHDG;Heidenau-Großsedlitz;8011844
THD;Heidenheim;8002689
THDV;Heidenheim Voithwerk;8070005
THDM;Heidenheim-Mergelstetten;8002690
THDS;Heidenheim-Schnaitheim;8002691
FHEI;Heidesheim(Rheinhess);8002692
HHEI;Heidkrug;8002694
NHEI;Heigenbrücken;8002696
UHT;Heilbad Heiligenstadt;8011849
TBCB;Heilbr.-Böckingen Berufsschulzentrum;8079631
TH  A;Heilbronn Finanzamt;8070791
TH  F;Heilbronn Friedensplatz;8070792
THSTR;Heilbronn Hans-Rießer-Straße;8072723
TH  H;Heilbronn Harmonie;8070172
TH  W;Heilbronn Harmonie/Hafenmarktpassage;8071172
TH  O;Heilbronn Harmonie/Kunsthalle;8072172
TH  B;Heilbronn Hauptbahnhof/Willy-Brandt-Pl.;8070171
TH;Heilbronn Hbf;8000157
THSTI;Heilbronn Industrieplatz;8002723
TNSK;Heilbronn Kaufland;8002726
TH  P;Heilbronn Neckar-Turm/K.-S.-Pl;8070174
TH  U;Heilbronn Pfühlpark;8070793
TH  R;Heilbronn Rathaus;8070173
THST;Heilbronn Sülmertor;8002699
THSTS;Heilbronn Technisches Schulzentrum;8072722
TH  T;Heilbronn Theater;8002722
TTPS;Heilbronn Trappensee;8002700
WHDM;Heiligendamm;8011846
WHEG;Heiligengrabe;8011848
MHEI;Heiligenstatt(Obb);8002703
RHN;Heiligenstein(Pfalz);8002704
NHE;Heilsbronn;8002705
KHE;Heimbach (Eifel);8007829
SHB;Heimbach(Nahe);8002707
SHBO;Heimbach(Nahe)Ort;8007887
MHMK;Heimenkirch;8002710
KHEH;Heimersheim;8002711
MHEM;Heimstetten;8002715
FHEB;Heinebach;8002716
KHEBK;Heinsberg Kreishaus;8002725
KHEB;Heinsberg(Rheinl);8002721
KDRN;Heinsberg-Dremmen;8001557
KHEBH;Heinsberg-Horst;8002719
KOB;Heinsberg-Oberbruch;8004519
KHEBP;Heinsberg-Porselen;8002720
KHEBR;Heinsberg-Randerath;8002718
AHWA;Heinschenwalde;8007807
SHZH;Heinzenhausen;8002724
RHE;Heitersheim;8002727
UHD;Heldrungen;8011852
BHEL;Helenesee;8011853
NHB;Helmbrechts;8002733
DHLF;Helmsdorf(Pirna);8011855
RHSM;Helmsheim;8002734
RHM;Helmstadt(Baden);8007444
HHLM;Helmstedt;8000159
EHEP;Helpup;8002737
EHMD;Hemmerde;8002745
SHEM;Hemmersdorf(Saar);8002746
THMG;Hemmingen;8007327
AHEM;Hemmoor;8000815
RHCH;Hemsbach;8002748
NHD;Henfenfeld;8002751
KHES;Hennef im Siegbogen;8002775
KHEN;Hennef(Sieg);8002753
EHNE;Hennen;8002754
DHRF;Hennersdorf(Sachs);8011856
BHND;Hennigsdorf(b Berlin);8013483
AUB;Henstedt-Ulzburg;8007053
FHP;Heppenheim(Bergstr);8002757
THT;Herbertingen;8000160
THTO;Herbertingen Ort;8002760
MHEH;Herbertshofen;8002761
RHRB;Herblingen;8002762
RHZ;Herbolzheim(Breisg);8002763
THZ;Herbolzheim(Jagst);8002764
FHRB;Herborn(Dillkr);8000161
THC;Herbrechtingen;8002766
KHEC;Herchen;8002768
EHCK;Herdecke;8002769
EHF;Herdorf;8002770
EHFD;Herford;8000162
MHGZ;Hergatz;8000387
FHER;Hergershausen;8002773
UHRH;Heringen(Helme);8011860
WHFN;Heringsdorf Neuhof;8087026
DHN;Herlasgrün;8010166
UHER;Herleshausen Hp;8013548
THMA;Hermaringen;8002776
THMT;Hermentingen;8007231
DHS;Hermsdorf(Dresden);8011861
UHK;Hermsdorf-Klosterlausnitz;8011862
EHER;Herne;8000164
EHBO;Herne-Börnig;8002779
NHER;Heroldsberg;8002782
NHEN;Heroldsberg Nord;8002783
KHER;Herrath;8002784
THE;Herrenberg;8002785
TZWE;Herrenberg Zwerchweg;8002786
BHE;Herrensee;8011863
THL;Herrlingen;8002789
THH;Herrlishöfen;8079099
WHB;Herrnburg;8011864
MHI;Herrsching;8002792
NHL;Hersbruck(l Pegnitz);8002793
NHR;Hersbruck(r Pegnitz);8002794
RHRT;Herten(Baden);8002797
EHDT;Hervest-Dorsten;8000165
RHXB;Herxheim am Berg;8002798
HHBS;Herzberg Schloß;8002800
LHZW;Herzberg(Elster);8011867
HHB;Herzberg(Harz);8000166
WHE;Herzberg(Mark);8010167
EHEZ;Herzebrock;8002801
AHZH;Herzhorn;8079605
KHEZ;Herzogenrath;8002806
KMKW;Herzogenrath-Alt-Merkstein;8002804
KMK;Herzogenrath-August-Schmidt-Platz;8002816
AHOF;Hesedorf;8007808
RHBA;Heselbach;8002808
HHES;Hesepe;8000167
EHLN;Hesseln;8002810
FKAI;Hesseneck Kailbach;8003144
FSCH;Hesseneck Schöllenbach;8005393
HHSO;Hessisch Oldendorf;8002812
UHET;Hetschburg;8011869
FHH;Hettenhausen;8002814
THTN;Hettingen(Hohenz);8007230
LHE;Hettstedt;8010168
DHZF;Hetzdorf(Flöhatal);8011870
SHR;Hetzerath;8002817
LHR;Heudeber-Danstedt;8010169
MHEU;Heufeld;8002820
MHFM;Heufeldmühle;8002821
FHEU;Heusenstamm;8002822
HHIS;Hiddenhausen-Schweicheln;8002824
EHIB;Hilchenbach;8002826
UHN;Hildburghausen;8011871
KHI;Hilden;8000388
KHIS;Hilden Süd;8002828
HHI;Hildesheim Hbf;8000169
HHIO;Hildesheim Ost;8002830
EHIL;Hillnhütten;8002835
RHLT;Hilpertsau;8002837
NHP;Hilpoltstein;8002838
HHIL;Hilter;8002839
AHPF;Himmelpforten;8002843
RHIM;Himmelreich;8002844
NHIS;Himmelstadt;8002845
MHRS;Hinrichssegen;8002850
SHWP;Hinterweidenthal;8002847
SHWO;Hinterweidenthal Ort;8079088
SHW;Hinterweidenthal Ost;8079147
RHIZ;Hinterzarten;8002848
THI;Hirsau;8002852
NHI;Hirschaid;8002853
DHE;Hirschfelde;8011878
MHFN;Hirschfelden;8002856
RHO;Hirschhorn(Neckar);8002857
SHIH;Hirschhorn(Pfalz);8002858
AHIF;Hittfeld;8002864
AHZ;Hitzacker;8002865
KHO;Hochdahl;8002868
KHOM;Hochdahl-Millrath;8002869
THF;Hochdorf(b Horb);8000389
THO;Hochhausen(Tauber);8002871
FHM;Hochheim(Main);8002872
KHOK;Hochneukirch;8000390
SHY;Hochspeyer;8002875
FHET;Höchst Hetschbach;8002813
FMGR;Höchst Mümling-Grumbach;8004125
FHT;Höchst(Odenw);8000172
MHDT;Höchstädt(Donau);8002888
NHM;Hochstadt-Marktzeuln;8002878
SHST;Hochstätten(Pfalz);8002879
RHOS;Hochstetten;8007201
RHOSG;Hochstetten Grenzstraße;8079042
SHS;Hochstetten(Nahe);8002880
MHWG;Hochwang;8002881
RHK;Hockenheim;8002883
UHR;Hockeroda;8010170
HHOD;Hodenhagen;8002884
NHO;Hof Hbf;8002924
RHOF;Hof(Münstertal);8007336
SHFD;Hofeld;8002929
THOF;Hofen(b Aalen);8002930
THOE;Höfen(Enz) Bf;8002891
THON;Höfen(Enz) Nord;8070279
RHFF;Hoffenheim;8002931
KHOF;Hoffnungsthal;8002932
FHFG;Hofgeismar;8002933
FHMM;Hofgeismar-Hümme;8003015
FHOR;Hofheim (Ried);8002934
FHF;Hofheim(Taunus);8002935
THFG;Höfingen;8002892
NHON;Hof-Neuhof;8002927
KHOG;Hohegrete;8002939
BHOW;Hohen Neuendorf West;8080710
BHN;Hohen Neuendorf(b Berlin);8080720
MHOB;Hohenbrunn;8002940
WHOD;Hohendorf;8011889
UHOO;Hohenebra Ort;8011891
HHEP;Hoheneggelsen;8002944
DHOF;Hohenfichte;8011892
MHSB;Höhenkirchen-Siegertsbrunn;8002894
BHL;Hohenleipisch;8011894
UHOL;Hohenleuben;8011895
EHOG;Hohenlimburg;8002953
MHPG;Hohenpeißenberg;8002954
LHRA;Hohenroda;8011900
MHSL;Hohenschäftlarn;8002955
NHOH;Hohenstadt(Mittelfr);8002956
DHO;Hohenstein-Ernstthal;8011904
FHSU;Hohensülzen;8002958
LHM;Hohenthurm;8011905
NHWN;Hohenwarth;8007342
NHWNC;Hohenwarth Campingplatz;8070160
AHWT;Hohenwestedt;8002959
LHWU;Hohenwulsch;8010172
SHMB;Höhmühlbach;8002895
DRDFH;Hohndorf Mitte;8017422
WHOL;Holdorf(Meckl);8011908
HHDF;Holdorf(Oldb);8002962
NHTL;Höllenthal;8002898
MHRK;Höllriegelskreuth;8002899
AHES;Holm-Seppensen;8002967
AKTKH;Holstentherme;8007203
HHOL;Holtensen/Linderte;8002969
WHO;Holthusen;8010173
UHF;Holzdorf(b Weimar);8011910
LHZ;Holzdorf(Elster);8011909
THZG;Holzgerlingen Bf;8085010
THZGB;Holzgerlingen Buch;8085011
THZGN;Holzgerlingen Nord;8085009
DHU;Holzhau;8011912
DHUS;Holzhau Skilift;8017218
EHOZ;Holzhausen(Kr Siegen);8002976
HHZH;Holzhausen-Heddinghausen;8002978
KHOZ;Holzheim(b Neuss);8002979
MHO;Holzkirchen;8002980
HHZM;Holzminden;8000391
EHZW;Holzwickede;8000392
SHO;Homburg(Saar)Hbf;8000176
KHOR;Honrath;8002988
LHGT;Hopfgarten(Sachs);8011914
UHP;Hopfgarten(Weimar);8011915
MHPF;Höpfling;8002908
EHOP;Hoppecke;8002992
BHPG;Hoppegarten(Mark);8080750
MHOP;Hoppingen;8002994
SHPS;Hoppstädten(Nahe);8002995
THB;Horb;8000177
THBH;Horb-Heiligenfeld;8002998
RHOR;Hörden;8002910
BHR;Horka;8010174
MHLK;Hörlkofen;8002912
EHBM;Horn-Bad Meinberg;8003000
RHBG;Hornberg(Schwarzw);8003001
AHOG;Horneburg;8003002
WHOR;Hornstorf;8010176
MHPD;Hörpolding;8002914
KHR;Horrem;8000178
UHL;Hörschel Hp;8013547
UHOS;Hörselgau;8087061
AHOT;Horst(Holst);8003003
HHTL;Hörstel;8002915
EHOM;Hörstmar(Lippe);8002916
NHOE;Hösbach;8002918
EHOS;Hösel;8002919
BHC;Hosena;8010171
EHOV;Hövelhof;8002920
EHVR;Hövelriege;8002921
HHXR;Höxter Rathaus;8002923
BHW;Hoyerswerda;8010177
HHOY;Hoykenkamp;8003008
RHAR;Hubacker;8003010
BHUB;Hubertushöhe;8011923
KHUS;Huchem-Stammeln;8007817
WHU;Huckstorf;8011924
HHUD;Hude;8000522
KBA;Hückelhoven-Baal;8000677
RHFH;Hüffenhardt;8007439
RHFM;Hüfingen Mitte;8003014
FHUE;Hünfeld;8003016
KKAS;Hürth-Kalscheuren;8003160
THTT;Hütten;8070219
AHTB;Hüttenbusch;8007119
UHUE;Hüttengrund;8011925
SHT;Hüttingen;8003021
MHUF;Hufschlag;8003023
MHUG;Huglfing;8003024
RHU;Hugstetten;8003025
THUB;Hulb;8003022
RHUM;Hummelberg;8070020
DHUN;Hundsgrün;8011928
FHUN;Hundstadt;8007848
FHUG;Hungen;8000400
HHUL;Huntlosen;8003030
AY;Husby;8003032
AHM;Husum;8000181
RHTT;Huttenheim;8003033
RHUB;Huzenbach;8003034
RIB;Ibach;8003035
HI;Ibbenbüren;8003036
HESH;Ibbenbüren-Esch;8001867
HLGG;Ibbenbüren-Laggenbeck;8003491
MIHN;Ichenhausen;8003038
MIC;Icking;8003039
SIDO;Idar-Oberstein;8003040
FIST;Idstein(Taunus);8003041
MSTA;Iffeldorf;8005672
SIG;Igel;8003042
NIDF;Igensdorf;8003044
TIH;Igersheim;8003045
RIR;Ihringen;8003052
LIB;Ilberstedt;8011929
LIF;Ilfeld;8017014
LIFB;Ilfeld Bad;8080998
LIFN;Ilfeld Neanderklinik;8070776
LIFS;Ilfeld Schreiberwiese;8080990
MILT;Illertissen;8003057
NILL;Illesheim;8003058
SILG;Illingen(Saar);8003059
TIL;Illingen(Württ);8003060
UI;Ilmenau;8010178
UIB;Ilmenau Bad;8011931
UIP;Ilmenau Pörlitzer Höhe;8011935
UIR;Ilmenau-Roda;8011932
LIG;Ilsenburg;8011933
UIM;Immelborn;8011934
RIM;Immendingen;8000182
RIMM;Immendingen Mitte;8003061
RIMZ;Immendingen Zimmern;8003066
FIM;Immenhausen;8003062
NIM;Immenreuth;8003063
HIMS;Immensen-Arpke;8003064
MIMS;Immenstadt;8003065
SIM;Imsweiler;8003070
KING;Ingelbach;8003073
FIL;Ingelheim;8003075
MIH;Ingolstadt Hbf;8000183
MIN;Ingolstadt Nord;8003076
MINI;Inningen;8003079
WIM;Inselstadt Malchow;8012296
RIN;Insheim;8003080
NI;Iphofen;8003081
NIP;Ipsheim;8003083
DIR;Irfersgrün;8011937
NIR;Irrenlohe;8003086
EIL;Iserlohn;8000186
EILH;Iserlohnerheide;8003090
HIHG;Isernhagen;8003091
MIS;Ismaning;8003092
TIP;Ispringen;8003094
EIAV;Isselhorst-Avenwedde;8003096
RIT;Istein;8003098
RITB;Ittersbach Bahnhof;8007014
RITBR;Ittersbach Rathaus;8090001
NIL;Ittling;8003100
RITL;Ittlingen;8003101
AIZ;Itzehoe;8003102
TIT;Itzelberg;8003103
WJAB;Jabel(Meckl);8011939
BJF;Jacobsdorf(Mark);8011940
WJS;Jagdschloß;8011947
MJGS;Jägerhaus;8003106
SJF;Jägersfreude;8003108
TJZ;Jagstzell;8003111
DJD;Jahnsdorf(Erzgeb);8011948
KJW;Jakobwüllesheim;8071022
BJW;Jänschwalde;8011944
BJWO;Jänschwalde Ost;8011945
AJHH;Jarrenwisch;8003115
WJAS;Jasnitz;8011951
WJK;Jatznick;8010179
LJV;Jävenitz;8011946
LJEB;Jeber-Bergfrieden;8011952
RJ;Jechtingen;8007288
WJER;Jeeser;8011953
UJP;Jena Paradies;8011956
UJS;Jena Saalbf;8011058
UJW;Jena West;8011957
UGW;Jena-Göschwitz;8010133
UJZ;Jena-Zwätzen;8011958
LJES;Jesewitz(Leipzig);8011959
LJN;Jessen(Elster);8011960
LJZ;Jeßnitz(Anh);8011961
MJEB;Jettenbach;8003122
MJET;Jettingen;8003123
HJ;Jever;8003124
WJT;Joachimsthal;8011962
WWLS;Joachimsthal Kaiserbahnhof;8013279
DJA;Jocketa;8011963
RJO;Jockgrim Bf;8003125
DJ;Johanngeorgenstadt;8011967
RJLB;Jöhlingen;8003127
RJLW;Jöhlingen West;8079058
DJS;Jöhstadt;8079133
DLOF;Jöhstadt Loreleifelsen;8079135
DSLO;Jöhstadt Schlössel;8079134
NJS;Jossa;8003129
DJZ;Jößnitz;8011966
AJ;Jübek;8000334
KJUC;Jüchen;8003130
KJ;Jülich;8000188
KJSU;Jülich Forschungszentrum;8007815
KJB;Jülich-Broich;8007801
KJND;Jülich-Nord;8007802
KJSE;Jülich-Selgersdorf;8007814
KJU;Jünkerath;8003135
BJUE;Jüterbog;8010182
MJUL;Julbach;8003136
TJUH;Jungingen(Hohenz);8007223
TJNU;Jungnau;8007234
KKAI;Kaarst IKEA;8000438
KKMI;Kaarst Mitte/Holzbüttgen;8000432
KKAA;Kaarster Bahnhof;8003141
KKSE;Kaarster See;8000430
BKAB;Kablow;8011981
FKLPK;Kahl Kopp/Heide;8070164
FKLM;Kahl(Main);8003143
UKA;Kahla(Thür);8011985
MKAI;Kainzenbad;8003146
SKAI;Kaisersesch;8003148
SKL;Kaiserslautern Hbf;8000189
SKLP;Kaiserslautern Pfaffwerk;8003150
SKLW;Kaiserslautern West;8003151
FKAE;Kälberau;8007276
NKAL;Kalchreuth;8003154
KKAK;Kaldenkirchen;8000190
KKAB;Kalenborn(Westerw);8070018
KKAL;Kall;8003158
WKAR;Kalsow;8011995
NKCK;Kalteneck;8070807
AKTKS;Kaltenkirchen Süd;8007204
AKTK;Kaltenkirchen(Holst);8007054
EKAL;Kalthof(Kr Iserlohn);8003166
EKAM;Kamen;8003168
EKME;Kamen-Methler;8003169
DKA;Kamenz(Sachs);8011988
LKF;Kämmereiforst;8011983
FKMP;Kamp-Bornhofen;8003170
RKD;Kandel;8003172
RKA;Kandern;8070450
